class,pi_win1,pi_win2,pi_win3,pi_win4,pi_win5,pi_win6,pi_win7,pi_win8,pi_win9,pi_win10,pi_win11,thetaW_win1,thetaW_win2,thetaW_win3,thetaW_win4,thetaW_win5,thetaW_win6,thetaW_win7,thetaW_win8,thetaW_win9,thetaW_win10,thetaW_win11,tajD_win1,tajD_win2,tajD_win3,tajD_win4,tajD_win5,tajD_win6,tajD_win7,tajD_win8,tajD_win9,tajD_win10,tajD_win11,ZnS_win1,ZnS_win2,ZnS_win3,ZnS_win4,ZnS_win5,ZnS_win6,ZnS_win7,ZnS_win8,ZnS_win9,ZnS_win10,ZnS_win11,Omega_win1,Omega_win2,Omega_win3,Omega_win4,Omega_win5,Omega_win6,Omega_win7,Omega_win8,Omega_win9,Omega_win10,Omega_win11
1,0.135253016,0.128658377,0.133658746,0.137702861,0.1281696,0.138452423,0.136427771,0.126515235,0.13635565,0.134173014,0.124993349,0.12700647,0.12795929,0.138040734,0.128173107,0.126957529,0.126217883,0.129262357,0.128127523,0.133334018,0.132020511,0.131451393,0.132599341,0.136026342,0.13708943,0.13672099,0.13453003,0.136070845,0.129629113,0.13313951,0.125633919,0.129357701,0.137489517,0.066376863,0.070173406,0.067989634,0.068146632,0.068385717,0.064412426,0.070787824,0.068990931,0.06580379,0.063633728,0.066466703,0.06879145,0.070311519,0.070802276,0.062882455,0.067044454,0.070086297,0.063444587,0.066127368,0.063789321,0.064631693,0.068410145
1,0.125372608,0.133142785,0.126673537,0.129765932,0.132922591,0.132195823,0.138432991,0.129985171,0.136147587,0.128291181,0.129119606,0.137902407,0.137751243,0.126251662,0.132596891,0.127743441,0.126903421,0.134427401,0.133629981,0.126192706,0.12593234,0.125143144,0.137144467,0.132016916,0.138218319,0.135023511,0.128103415,0.138040955,0.137989593,0.131714412,0.129609615,0.132345236,0.13658862,0.06938631,0.064637986,0.066535564,0.068568176,0.067381589,0.067451583,0.067791894,0.070799806,0.065206066,0.069412783,0.069043503,0.070683625,0.066309085,0.069695772,0.064748124,0.066154801,0.070824018,0.070838038,0.065556438,0.067296666,0.069098645,0.070748816
1,0.128259412,0.137060145,0.137136587,0.127622447,0.134250496,0.137757238,0.133439617,0.138427256,0.126191282,0.130391411,0.133780915,0.135680397,0.129558207,0.126580072,0.126282841,0.136308171,0.126779075,0.126389473,0.126081884,0.132157327,0.137327389,0.138209004,0.128169159,0.130861318,0.137397591,0.132343914,0.135979029,0.127974583,0.133022183,0.137278412,0.126725784,0.133915035,0.137356123,0.066510991,0.064972971,0.070038273,0.064568569,0.064899382,0.070147897,0.065051501,0.067982019,0.065589404,0.064697903,0.070615088,0.065159299,0.067905742,0.069725632,0.070538967,0.06669046,0.063953552,0.069784029,0.065487491,0.068932172,0.064930896,0.068404462
1,0.132318913,0.133153547,0.138474591,0.130684393,0.128877873,0.131719785,0.131447116,0.129528894,0.132490982,0.128938409,0.135417308,0.130099194,0.131180652,0.136448106,0.137076496,0.127081045,0.135284521,0.138287982,0.137217389,0.133310789,0.132425978,0.129374869,0.132741079,0.130298002,0.135261595,0.132930123,0.137181114,0.126628394,0.136526836,0.133839156,0.128432049,0.135504189,0.136635935,0.067537641,0.067645379,0.066216643,0.063784969,0.068002163,0.06812168,0.070150708,0.066578788,0.06331254,0.07012201,0.065118164,0.070762994,0.064954928,0.065707276,0.063267105,0.068779107,0.066570396,0.065176745,0.068133783,0.067924364,0.067547255,0.068849156
1,0.129481577,0.127738139,0.129514779,0.132793923,0.138056934,0.129253174,0.131122657,0.132294485,0.125053301,0.135849982,0.125726569,0.131667741,0.133866206,0.126722445,0.134612564,0.125591019,0.137567144,0.129915459,0.125637656,0.138389956,0.131864056,0.129451186,0.132850232,0.135700315,0.127564616,0.131647716,0.136338634,0.135557216,0.136978457,0.135023365,0.125835334,0.128586809,0.128117454,0.069445907,0.067361517,0.067384122,0.066180049,0.064297285,0.067699796,0.063070497,0.065421276,0.068936425,0.065593729,0.065360572,0.065490959,0.069784725,0.068276194,0.06544316,0.069352567,0.06550742,0.06628949,0.067206792,0.070482955,0.063382844,0.064282027
1,0.136700733,0.129769147,0.134182961,0.129362227,0.134277503,0.134737616,0.129770031,0.134287826,0.13413019,0.136776664,0.132562266,0.132173764,0.126693443,0.128523054,0.1292869,0.126803595,0.13219556,0.12731312,0.133245488,0.12618713,0.13429494,0.132498701,0.127593466,0.136221322,0.137701785,0.12694863,0.12794246,0.137218557,0.137474277,0.129864304,0.13215124,0.132970935,0.13088959,0.068119007,0.067242795,0.069639698,0.069941083,0.06299796,0.063213553,0.068828481,0.06748366,0.065542604,0.064553224,0.067175948,0.067358576,0.064917533,0.064268246,0.068901662,0.064003066,0.063291132,0.068730055,0.06798113,0.064297947,0.064930956,0.06432039
1,0.1353851,0.134801586,0.136809188,0.129805658,0.134217064,0.129705534,0.130083409,0.125730076,0.13532582,0.1269302,0.134149431,0.130458649,0.135007669,0.131585706,0.13355837,0.134497477,0.129980857,0.127035051,0.133129163,0.13136284,0.129778081,0.135023881,0.128474124,0.136291977,0.125472508,0.127263796,0.128121618,0.13281826,0.125135227,0.129631002,0.127321857,0.138041931,0.13254838,0.070490339,0.063254795,0.068490752,0.066497802,0.068214465,0.064907957,0.066022293,0.063492787,0.066831318,0.067065405,0.070079759,0.063107929,0.07054448,0.068398792,0.069662843,0.066878215,0.066071195,0.067238518,0.068301806,0.070075622,0.069337067,0.063293051
1,0.136234816,0.12607138,0.135158259,0.137331604,0.137314619,0.13459359,0.13602047,0.127953003,0.131394029,0.135737041,0.128063975,0.137972792,0.129484617,0.134182158,0.129445251,0.129179085,0.129437858,0.125669826,0.136981592,0.12673981,0.137940752,0.128696377,0.137011546,0.129001849,0.126700918,0.129789769,0.128421319,0.129179608,0.137465255,0.137276481,0.12957661,0.136740528,0.135268587,0.066403533,0.064487249,0.069271889,0.067209222,0.065424232,0.067924737,0.070090723,0.066120469,0.069449943,0.067035382,0.065150292,0.063466067,0.065393956,0.070527289,0.0694782,0.064875897,0.06791766,0.062985094,0.06826174,0.06826605,0.069941585,0.068403112
1,0.135786168,0.133526608,0.125240911,0.129385111,0.136870283,0.125564999,0.130807971,0.127391308,0.12768978,0.135760429,0.131066245,0.136033264,0.128943648,0.133672464,0.135830554,0.128725543,0.135539745,0.126479972,0.13537174,0.12850367,0.135308983,0.126712685,0.131177734,0.12925074,0.135596806,0.128742911,0.131186606,0.126522918,0.133537086,0.136181607,0.137588096,0.134025196,0.129666682,0.06401182,0.067016066,0.070593542,0.066212986,0.064200753,0.063296214,0.06783451,0.070390545,0.070298034,0.064633471,0.066734554,0.064271339,0.06576565,0.063672063,0.063247263,0.063902264,0.070496432,0.067008538,0.063321187,0.067219966,0.068306671,0.064529753
1,0.137681348,0.126167054,0.13166256,0.127072062,0.130478153,0.1344335,0.136164541,0.126644446,0.129578235,0.125712497,0.134716257,0.133593726,0.13092138,0.12511667,0.135103857,0.130296568,0.135545161,0.128963498,0.1254076,0.136930246,0.127378816,0.129114378,0.12501657,0.13001287,0.137246068,0.131563591,0.131858184,0.126314438,0.133318107,0.132576471,0.13369636,0.12798658,0.132780571,0.067447633,0.066322697,0.065307994,0.067912417,0.068357566,0.063765532,0.065036915,0.064968776,0.070439303,0.063859742,0.067301171,0.066984796,0.067373741,0.063323424,0.064675954,0.063565344,0.06710005,0.067968936,0.064689871,0.067996094,0.067710763,0.069190286
1,0.129710555,0.132712434,0.129472138,0.135251232,0.127590127,0.136557541,0.136841797,0.1372644,0.132905578,0.130088316,0.136030242,0.127605345,0.132831844,0.13465269,0.134351183,0.129005312,0.133822439,0.127905305,0.126288093,0.132314207,0.134172526,0.134314519,0.130059422,0.136506314,0.128423187,0.129678223,0.137125964,0.126784848,0.132188631,0.125021795,0.126787783,0.13534349,0.138272776,0.06435201,0.070857687,0.067512659,0.070279705,0.067685245,0.067307519,0.063494644,0.065091335,0.068235847,0.064241103,0.067413329,0.06802534,0.06884803,0.067334514,0.067682182,0.064917289,0.067005849,0.068618682,0.067522046,0.065616797,0.067445567,0.066762354
1,0.134542999,0.135248422,0.138274684,0.132208586,0.126052569,0.135435957,0.137244589,0.134602395,0.137020618,0.133879632,0.129720687,0.125886067,0.127318937,0.125000151,0.134290569,0.131964773,0.127755484,0.132921778,0.128131185,0.12692535,0.131785362,0.130796489,0.127602988,0.125831512,0.129415938,0.131961416,0.135049443,0.131663631,0.135279562,0.128410667,0.136934195,0.128111041,0.129397135,0.064987035,0.065105799,0.069668694,0.067163685,0.069308644,0.064924993,0.070275174,0.064891197,0.066121268,0.067272935,0.068902719,0.0653082,0.067398133,0.0642317,0.063572257,0.06604038,0.069739057,0.063410238,0.070617675,0.069537613,0.067910018,0.068237978
1,0.134156222,0.134146499,0.136910448,0.126484949,0.130603485,0.132715565,0.132527028,0.129688357,0.13262473,0.131060267,0.134260892,0.134116801,0.127330537,0.134056847,0.134343904,0.12680786,0.131922252,0.132800386,0.128244976,0.12546326,0.129005488,0.127934729,0.127597324,0.136986009,0.133440722,0.130790303,0.135032554,0.134386884,0.126274381,0.135223084,0.1364929,0.133625366,0.126436249,0.063279872,0.068090624,0.064978181,0.068250282,0.070291581,0.0669212,0.069728019,0.064522896,0.067255852,0.065555778,0.070708188,0.069561956,0.070414131,0.064004284,0.068588221,0.064258305,0.067590342,0.066540911,0.06411681,0.06332317,0.062973311,0.070712558
1,0.12699874,0.133972876,0.130389279,0.130468251,0.132343317,0.135494356,0.126231255,0.126860898,0.131312129,0.1322353,0.128433423,0.132158607,0.137213365,0.130430945,0.127589453,0.12855306,0.138191846,0.126618275,0.137000231,0.126035471,0.128722297,0.128029137,0.127284694,0.128113166,0.130652945,0.13708626,0.128539462,0.127383341,0.129078462,0.132658102,0.134709681,0.138202627,0.135480858,0.069066712,0.067769729,0.065214343,0.066932403,0.063645053,0.066659123,0.064763885,0.066892887,0.07014963,0.070307887,0.067345719,0.070669458,0.064650613,0.069277402,0.069903416,0.070366553,0.063218503,0.069362615,0.06692785,0.067409413,0.063260281,0.06687787
1,0.127968392,0.127364146,0.134602982,0.128092419,0.125475182,0.127369791,0.129059266,0.135208671,0.126622158,0.13512897,0.126793535,0.126532968,0.125617321,0.131292093,0.136045352,0.129045493,0.131353078,0.130970247,0.125788486,0.128092813,0.125866432,0.125304676,0.127154062,0.12923641,0.132074694,0.130243497,0.135899244,0.130481672,0.128724417,0.135830889,0.130651515,0.137956784,0.125212982,0.066267413,0.07036088,0.06345917,0.06295394,0.069697261,0.067557445,0.063115852,0.06977344,0.068974799,0.069103065,0.064892476,0.06531672,0.063581473,0.063075348,0.063812458,0.064768635,0.070486016,0.067552382,0.06953741,0.069939965,0.069048996,0.068185481
1,0.132693375,0.126117849,0.131772258,0.127101539,0.137281558,0.133331236,0.125877515,0.137655186,0.129132302,0.136361305,0.126630598,0.126099286,0.133800613,0.125976877,0.134151833,0.131855829,0.129056006,0.137274498,0.134622244,0.129972935,0.127608196,0.137732588,0.130577168,0.132076971,0.130585078,0.136995559,0.133355461,0.134698007,0.130283273,0.1284731,0.126430297,0.130925913,0.13639757,0.063613604,0.068739072,0.065343317,0.065773789,0.06296808,0.063369279,0.066981368,0.064958819,0.068831033,0.065545766,0.063514066,0.067139891,0.066247825,0.06539128,0.070351195,0.068115057,0.069269918,0.070000543,0.064770845,0.067295984,0.070590112,0.070377139
1,0.136095171,0.133526919,0.136916884,0.132892754,0.134891525,0.136650125,0.131202775,0.13727693,0.13630572,0.133658908,0.138100425,0.128193064,0.128134029,0.135690128,0.133735363,0.130738171,0.125768542,0.135680969,0.127157754,0.138336755,0.131159695,0.125228417,0.137691958,0.135563929,0.132669618,0.130209191,0.135027964,0.136200613,0.136345246,0.129931682,0.133432628,0.126197089,0.136828151,0.067538614,0.069250535,0.070458092,0.066414161,0.063705493,0.070227031,0.063886799,0.069547537,0.068035765,0.065733768,0.067595399,0.069003647,0.063868119,0.063377982,0.064286695,0.070255638,0.067200629,0.065209867,0.064689508,0.069379154,0.066435388,0.069791572
1,0.131596094,0.130789476,0.131242979,0.13316029,0.12732235,0.128850235,0.129415526,0.130635276,0.13652742,0.127376871,0.127105527,0.136316111,0.132237584,0.125936133,0.132752436,0.136437161,0.137494274,0.136539759,0.128396568,0.138440359,0.12918454,0.130045468,0.135188967,0.128641052,0.1286626,0.132277589,0.133380214,0.127437689,0.13423384,0.128228252,0.132779398,0.133617158,0.132977319,0.06749243,0.070354969,0.063812039,0.065079307,0.070571485,0.064484964,0.066365128,0.066949738,0.068007734,0.064043833,0.06556901,0.063435896,0.065085467,0.06871862,0.068609834,0.066588405,0.06827733,0.069760696,0.068190511,0.067936675,0.067366703,0.064960651
1,0.13347495,0.135241272,0.131022843,0.127411377,0.126584284,0.126720038,0.130169516,0.133280328,0.134028214,0.135799061,0.131687241,0.138460877,0.133661689,0.127216422,0.134170788,0.134005915,0.127293091,0.127611552,0.134184285,0.128628112,0.125283024,0.128818466,0.134165525,0.127207386,0.128767036,0.132487356,0.131018764,0.132661315,0.135420007,0.13796259,0.130717242,0.130775498,0.136024193,0.069705124,0.065053287,0.067483278,0.069133929,0.069944775,0.063701608,0.063988115,0.067104597,0.067596507,0.068977574,0.068808892,0.070188236,0.067880235,0.067006031,0.067725871,0.064812531,0.062944205,0.067437057,0.069286978,0.066690646,0.068815954,0.063161064
1,0.126779936,0.132252844,0.134534057,0.137914846,0.126929193,0.127457954,0.131214278,0.128835975,0.125591047,0.135260738,0.134422306,0.125261297,0.129233037,0.127198876,0.127367408,0.137873045,0.134030202,0.135914892,0.128758502,0.138079638,0.131381897,0.136901487,0.136512172,0.128783815,0.135311273,0.130234714,0.133648491,0.134463374,0.126315551,0.133891456,0.129315696,0.130137356,0.132043801,0.066310946,0.065055885,0.064249672,0.066125468,0.066755481,0.06376534,0.067367945,0.067242031,0.065151705,0.063138723,0.065705241,0.065551275,0.066521619,0.070486162,0.06512524,0.065862007,0.068405276,0.066987982,0.067388503,0.062988389,0.069652838,0.065086564
1,0.12736095,0.135853814,0.133256447,0.125754221,0.133519594,0.13244404,0.136159253,0.129407486,0.12827748,0.125815345,0.13805942,0.127301812,0.126672619,0.135195646,0.131125194,0.126177245,0.126933228,0.129741729,0.132426518,0.127401589,0.138350272,0.136636471,0.132483265,0.133742309,0.136642015,0.12776435,0.126926633,0.134838619,0.13697737,0.138224848,0.125116452,0.134249713,0.130113797,0.064242796,0.0631196,0.069608203,0.065015926,0.065727115,0.069883157,0.069253718,0.066318923,0.064838783,0.064390104,0.063072227,0.068624023,0.066226752,0.068251023,0.064212034,0.070515451,0.063114117,0.06468232,0.068418196,0.064205897,0.06898515,0.066810775
1,0.131443508,0.136984911,0.138228034,0.136600534,0.127989864,0.129051859,0.131708421,0.1311182,0.137926923,0.13766391,0.125014998,0.133958882,0.135093415,0.131872523,0.128455587,0.13845422,0.13173842,0.125586181,0.126360118,0.13629174,0.127627272,0.134452417,0.128197902,0.125438997,0.135679944,0.132991307,0.12777447,0.126454926,0.135316354,0.129090892,0.134298631,0.135149376,0.131001552,0.064320429,0.069167106,0.069862762,0.070073669,0.064810765,0.065667444,0.063540555,0.064362989,0.066062943,0.063684122,0.065299911,0.065162843,0.068231715,0.067033595,0.067714963,0.063231547,0.067006871,0.068373428,0.070174156,0.068680741,0.070494007,0.066700189
1,0.135298295,0.128193632,0.127600666,0.130091615,0.12599673,0.126644791,0.13617809,0.126125158,0.1303851,0.136399005,0.129677884,0.130223289,0.137703366,0.13789661,0.13584246,0.129954044,0.136591167,0.127092295,0.135043499,0.129976072,0.128199099,0.125684828,0.136246947,0.13127482,0.126337439,0.127308815,0.132501975,0.128988585,0.12993805,0.136329209,0.137348931,0.125778352,0.127950579,0.068409325,0.06948984,0.068964901,0.066081975,0.068253474,0.070719523,0.065000408,0.064329793,0.065359925,0.065127252,0.066668582,0.068275671,0.063504056,0.063787889,0.063661477,0.068884602,0.069136457,0.069499119,0.06792793,0.065931882,0.064238361,0.07003749
1,0.130690761,0.135386231,0.129734133,0.135018644,0.130356417,0.135964032,0.134009119,0.133438861,0.127137591,0.13462026,0.134347649,0.131950608,0.135250555,0.138239525,0.135570982,0.13694314,0.132508719,0.137780993,0.128847721,0.135753286,0.128853506,0.125362813,0.128414104,0.128097011,0.129417265,0.126107178,0.128571968,0.134471153,0.127585804,0.131742098,0.135730953,0.126617264,0.13321772,0.065224669,0.069435906,0.069768457,0.070736062,0.066640745,0.064913941,0.067973226,0.066571826,0.068527201,0.063695359,0.063153832,0.064300235,0.065078238,0.066576222,0.070689253,0.069050552,0.063785644,0.063746141,0.063048544,0.069807079,0.070562308,0.070639738
1,0.136075002,0.134256913,0.129006134,0.127454991,0.136782306,0.126568024,0.129949417,0.135622064,0.130848734,0.131335183,0.136546089,0.131073393,0.127205396,0.136565523,0.137902478,0.128975785,0.130913109,0.129136237,0.125443271,0.128969827,0.13556841,0.129842194,0.13351904,0.129875518,0.126033966,0.127283453,0.127985728,0.134804797,0.127050351,0.134827211,0.13793238,0.131380845,0.134350688,0.062884461,0.066901521,0.067542201,0.06878691,0.067533045,0.063642297,0.063530571,0.065815519,0.064413467,0.069819818,0.069501203,0.063231157,0.066209362,0.070203203,0.066902626,0.063391098,0.069732497,0.064336292,0.065512875,0.069980628,0.063040577,0.067703762
1,0.132693385,0.133160062,0.133039233,0.125345672,0.135805705,0.137776654,0.132102219,0.138304366,0.130799363,0.128678705,0.131243601,0.13010178,0.130622757,0.126935563,0.128911575,0.132453371,0.126641906,0.131856302,0.125871776,0.134908841,0.136472988,0.125856583,0.131960046,0.136686468,0.135601612,0.130977803,0.12565117,0.135686149,0.137463411,0.138275098,0.130973146,0.127427329,0.133823385,0.065467805,0.064151908,0.063883949,0.065430809,0.065036832,0.070726235,0.069378318,0.066561504,0.066763614,0.068307292,0.070540517,0.067914588,0.06686553,0.064595639,0.066188429,0.065882993,0.070827134,0.070376867,0.066305762,0.06975287,0.070607426,0.06520222
1,0.12955977,0.130099103,0.137721433,0.133729494,0.125867534,0.129550998,0.137381585,0.130315699,0.134800534,0.132055762,0.126871412,0.133745195,0.137703841,0.137714811,0.133060009,0.125171716,0.125988282,0.134658597,0.125225646,0.133289557,0.1259595,0.136566024,0.134548296,0.125547196,0.134760375,0.132553158,0.135328068,0.128545122,0.130800398,0.13650407,0.135869536,0.12747786,0.132510392,0.063632493,0.069834924,0.063043986,0.068476212,0.063657973,0.064157706,0.069828182,0.06689947,0.06693258,0.063721068,0.070006131,0.067083859,0.064595871,0.069139858,0.069881094,0.065094801,0.069137206,0.064670179,0.070604863,0.068122023,0.070785986,0.068472898
1,0.128675027,0.137194234,0.133722912,0.127168384,0.130476037,0.133349687,0.136502951,0.138189094,0.132916919,0.125460634,0.136344966,0.1288149,0.128717031,0.133066691,0.131912127,0.134947244,0.137713139,0.130936099,0.129415567,0.131500522,0.138382131,0.130747043,0.137520483,0.128638289,0.133605941,0.134867035,0.127320421,0.13689774,0.136529979,0.136829969,0.127855284,0.129885865,0.134285571,0.064112619,0.063624979,0.066677163,0.068194671,0.068877716,0.064940258,0.063556156,0.065286311,0.070022641,0.069109991,0.069094481,0.065200513,0.067823301,0.067873612,0.070093296,0.069863855,0.065439245,0.070641276,0.068620246,0.064974862,0.068802219,0.069345625
1,0.13497197,0.131733565,0.125622392,0.13524623,0.13309903,0.136503931,0.135161373,0.128949055,0.130850927,0.136666733,0.134252906,0.127180566,0.131659274,0.133605174,0.135552855,0.125686539,0.136539413,0.129267847,0.13232017,0.128849802,0.133107202,0.134314008,0.137910239,0.126761624,0.131612209,0.138222226,0.126417835,0.125719521,0.126397364,0.133612048,0.132848263,0.128516889,0.136422447,0.068820853,0.06692648,0.066404331,0.06885941,0.0654796,0.070243692,0.067507779,0.063376919,0.066855022,0.067541091,0.065279684,0.069243184,0.065527298,0.069342858,0.070387689,0.066279727,0.065416002,0.070133368,0.063456255,0.068907605,0.06361525,0.067157523
1,0.12894368,0.137659001,0.125930586,0.136595459,0.134374371,0.13073419,0.125951838,0.127950199,0.133775293,0.125259856,0.126296797,0.129068801,0.135367866,0.128149568,0.128827993,0.131025847,0.138215014,0.137799459,0.132001892,0.129898189,0.138088302,0.13499311,0.129183182,0.136696137,0.137848924,0.125336061,0.127112443,0.136721383,0.128997983,0.128304372,0.128240879,0.138100017,0.125509011,0.06454385,0.070622412,0.064817219,0.064073155,0.063735991,0.064682019,0.070081728,0.065403219,0.066926162,0.070244162,0.065936454,0.070016175,0.066729606,0.068685047,0.068037799,0.064938063,0.066363188,0.063164258,0.064325076,0.065344162,0.063580393,0.069649447
1,0.138406792,0.134834376,0.128342246,0.135473707,0.130032451,0.129452731,0.133615261,0.135327991,0.12506225,0.12748852,0.137347624,0.137634584,0.126569959,0.137040583,0.129611602,0.13715379,0.128865815,0.13488266,0.132872291,0.127807559,0.127855847,0.129751039,0.131924455,0.125761853,0.136511617,0.13149463,0.1319556,0.129437392,0.133208489,0.131307624,0.126475334,0.135990877,0.13721256,0.069525642,0.067781897,0.069940251,0.063249034,0.063472912,0.069493591,0.066714425,0.065634179,0.068188114,0.06662291,0.063347463,0.06505585,0.069918313,0.070650661,0.069777056,0.068445159,0.068410543,0.062940268,0.067699064,0.068239161,0.070488677,0.067096912
1,0.125983149,0.136860286,0.127531277,0.130620084,0.136118398,0.13575422,0.135598633,0.125678423,0.129067848,0.136421646,0.136710279,0.132789051,0.13665302,0.131530147,0.136813097,0.135228363,0.128901967,0.130298098,0.127430006,0.125360737,0.12744381,0.127969675,0.13501376,0.138459148,0.132237096,0.131999111,0.130037058,0.126160119,0.125092393,0.135479446,0.128368619,0.13626008,0.126847514,0.065391887,0.06293873,0.065392291,0.06660816,0.06750556,0.070052225,0.068021275,0.067906097,0.063065922,0.065697132,0.062995638,0.070832007,0.066787012,0.064895916,0.063269557,0.064251796,0.068071566,0.067109452,0.066894547,0.068681614,0.070355331,0.069317935
1,0.128723067,0.136999139,0.134491106,0.128960685,0.125873604,0.136504487,0.133567547,0.127982592,0.134940641,0.132826639,0.133200041,0.131592034,0.128567888,0.129295915,0.13423388,0.13421414,0.136236141,0.131357341,0.132219541,0.130205161,0.135145564,0.133432461,0.128935853,0.13367437,0.129757701,0.125798329,0.135711881,0.133797191,0.138126862,0.125066176,0.126531035,0.126091116,0.135281396,0.063188822,0.064646279,0.069520431,0.06415483,0.066476422,0.062885767,0.066473902,0.070492756,0.063692308,0.066954354,0.068499469,0.066004867,0.066360638,0.063360564,0.064131057,0.06372491,0.06290315,0.068021402,0.068053941,0.063415781,0.068997369,0.067428223
1,0.125818819,0.132144365,0.134727049,0.130348564,0.128994011,0.130032515,0.130075934,0.131960552,0.131148827,0.133335601,0.134893664,0.125856495,0.131210975,0.126844625,0.127924517,0.135968884,0.133607749,0.137431933,0.132262815,0.133220455,0.134384675,0.130519573,0.134395136,0.129427483,0.136952329,0.132717819,0.13542054,0.125828656,0.127585544,0.134546981,0.135672814,0.127666202,0.131892451,0.064496631,0.06985912,0.069754583,0.06410726,0.064555274,0.065666847,0.065153165,0.06790421,0.068511453,0.067364532,0.063944792,0.0678834,0.066846404,0.064764084,0.064699246,0.067903961,0.065152572,0.070767141,0.063218595,0.067899444,0.068795484,0.064880632
1,0.131659939,0.130209223,0.131089905,0.132733875,0.134030421,0.137933447,0.131393582,0.130935311,0.127717749,0.128766278,0.135537215,0.13072801,0.132963217,0.137128384,0.13162476,0.125269876,0.128429547,0.135108518,0.131904232,0.133828755,0.12654674,0.13308449,0.132078244,0.128618131,0.131929147,0.130869163,0.130633097,0.128423066,0.133794713,0.125208364,0.133039543,0.136142727,0.137461616,0.065999643,0.068154166,0.070189498,0.063665574,0.065526494,0.068162566,0.065724275,0.069432254,0.068305288,0.065761356,0.069578951,0.067796412,0.069903107,0.066514634,0.065193517,0.068965902,0.067194075,0.064509869,0.06977617,0.066871328,0.063914276,0.06967418
1,0.125126091,0.126162715,0.13120977,0.137449281,0.129476957,0.126783434,0.131079654,0.136741551,0.130295005,0.137817832,0.129769629,0.136943917,0.135418949,0.132350161,0.125379952,0.136336287,0.136745929,0.133642131,0.136195736,0.134493781,0.127424164,0.134791719,0.134180144,0.127491562,0.130054985,0.127340313,0.131063138,0.128984703,0.134813503,0.126336135,0.129797241,0.13786705,0.137404765,0.067671982,0.064672543,0.067179518,0.062874725,0.070731691,0.063595212,0.069317533,0.068294546,0.068892219,0.063962575,0.064919405,0.067402943,0.06979413,0.066531424,0.070783966,0.065516375,0.068292402,0.066705227,0.067541019,0.068340076,0.064429366,0.070070705
1,0.13141177,0.128318492,0.135494303,0.12674964,0.130579667,0.132161277,0.133696956,0.132735011,0.125214252,0.138477451,0.136385698,0.132625852,0.136251228,0.125749682,0.129300596,0.134373058,0.135608492,0.12516761,0.136273784,0.125601191,0.13193101,0.125947731,0.126792726,0.126492567,0.131953433,0.127120416,0.129327347,0.131807965,0.135316046,0.133871641,0.125326283,0.125469799,0.134237818,0.062895735,0.064260173,0.067654536,0.06433042,0.066473145,0.064834454,0.067578908,0.06874319,0.063320327,0.064198874,0.062873927,0.064781921,0.064139985,0.068108161,0.070742156,0.07005621,0.065669189,0.069582047,0.067417345,0.068095434,0.06436389,0.063751337
1,0.135850678,0.125384735,0.12637568,0.13118082,0.126661728,0.126575175,0.134634526,0.136756807,0.138191477,0.129780375,0.12745747,0.133831077,0.133357024,0.125702767,0.13297004,0.130867097,0.133609975,0.136054977,0.125924318,0.130387343,0.128760194,0.136056331,0.130210911,0.132402212,0.125731634,0.125685753,0.127806882,0.134909555,0.13003885,0.136733037,0.13492899,0.129982137,0.126325325,0.068118644,0.064418759,0.067380318,0.065550275,0.067302641,0.065758081,0.067471635,0.069091232,0.069567751,0.069426472,0.064201284,0.067155498,0.067538176,0.066876805,0.065807138,0.064176369,0.065832375,0.069485407,0.064498344,0.063413094,0.067271324,0.070079637
1,0.136929557,0.134956029,0.133525784,0.128415807,0.137752303,0.127058049,0.134089943,0.130584683,0.136838749,0.137475045,0.131068882,0.129509908,0.131024359,0.13453384,0.134570883,0.135695377,0.13824771,0.129387491,0.132296946,0.13825103,0.135942614,0.137245497,0.12642321,0.131614055,0.137556247,0.134554382,0.128074526,0.127820949,0.128858928,0.134421829,0.134190901,0.133064227,0.137234991,0.069644646,0.065221295,0.070694337,0.070024865,0.063736467,0.064018825,0.064391025,0.070702173,0.070454052,0.069537009,0.063516714,0.070240007,0.065130918,0.067068296,0.068116592,0.063532137,0.068747776,0.067674818,0.070612113,0.064569704,0.069362856,0.065973054
1,0.136238371,0.132841518,0.135734943,0.13029334,0.133970522,0.132162164,0.136066958,0.136620951,0.134944903,0.130178309,0.132262032,0.132659796,0.125568624,0.127096857,0.134869356,0.135349934,0.137407804,0.133295507,0.1264344,0.133570845,0.131607442,0.134470156,0.131432325,0.13151334,0.136547426,0.13253202,0.127368985,0.133651759,0.126740249,0.127555611,0.129566381,0.134339821,0.133551658,0.068869978,0.065352887,0.06373898,0.066854605,0.064580175,0.065592552,0.070527957,0.068571331,0.064861349,0.068859013,0.065490933,0.066614341,0.06325027,0.069390598,0.068324391,0.068323563,0.066575861,0.065430716,0.066723731,0.068829848,0.070091437,0.066153536
